"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"6/05/2011","Wal-Mart","Withdrawal POS #000000238409 STR WAL-MART #2494 2100 VISTA WAY OCEANSIDE CA","23.76","debit","Home Supplies","ECHECKING 7688","",""
"6/05/2011","McDonald's","Withdrawal Debit Card MCDONALD'S F26763 OCEANSIDE CA Date 06/03/11 1      1154236036     6 5814","4.76","debit","Fast Food","ECHECKING 7688","",""
"6/05/2011","Golden Spoon","Withdrawal Debit Card GOLDEN SPOON #13 760-434-6149 CA Date 06/03/11 1      1154236319     8 5814","12.50","debit","Food & Dining","ECHECKING 7688","",""
"6/03/2011","AT&T","Withdrawal AT&T TYPE: PAYMENT  ID: 9991300000  CO: AT&T","90.78","debit","Home Phone","ECHECKING 7688","",""
"6/03/2011","Starbucks","Withdrawal Debit Card STARBUCKS CORP00054320 OCEANSIDE CA Date 06/02/11 1      1153996409     1 5814","4.05","debit","Coffee Shops","ECHECKING 7688","",""
"6/03/2011","Stater Brothers","Withdrawal Debit Card STATERBROS151 OCEANSIDE CA Date 06/02/11 0      1153760555     8 5411","30.04","debit","Groceries","ECHECKING 7688","",""
"6/03/2011","Golden Spoon","Withdrawal Debit Card GOLDEN SPOON #13 760-434-6149 CA Date 06/02/11 0      1153067700     5 5814","5.95","debit","Food & Dining","ECHECKING 7688","",""
"6/03/2011","Zimmer","Withdrawal Debit Card ANDRES ZIMMERMANN MD OCEANSIDE CA Date 06/01/11 0      1152073354     5 8011","15.00","debit","Doctor","ECHECKING 7688","",""
"6/03/2011","Check 830067685","Draft 00083006768528","23.00","debit","Babysitter & Daycare","ECHECKING 7688","",""
"6/02/2011","Wal-Mart","Withdrawal Debit Card WAL-MART #2494 OCEANSIDE CA Date 06/01/11 1      1152551974     3 5411","95.37","debit","Home Supplies","ECHECKING 7688","",""
"6/01/2011","AT&T","Withdrawal at ATM #000005680452 STR ATT CON PHONE PMT DALLAS TX","33.09","debit","Home Phone","ECHECKING 7688","",""
"5/31/2011","Nautica","Withdrawal Debit Card NAUTICAL BEAN COFFEE C OCEANSIDE CA Date 05/29/11 0      1149571318     6 5814","2.25","debit","Clothing","ECHECKING 7688","",""
"5/31/2011","Deposit Technocom Corpor","Deposit TECHNOCOM CORPOR TYPE: DIRECT DEP  ID: 9111111101 CO: TECHNOCOM CORPOR","3273.79","credit","Paycheck","ECHECKING 7688","",""
"5/30/2011","Withdrawal Henrysmkt Date","Withdrawal Debit Card HENRYSMKT170 71901706 CARLSBAD CA Date 05/28/11 0      1148519617     4 5411","71.58","debit","Groceries","ECHECKING 7688","",""
"5/30/2011","Home Depot","Withdrawal Debit Card THE HOME DEPOT 679 OCEANSIDE CA Date 05/28/11 0      1148961917     9 5200","32.29","debit","Home Improvement","ECHECKING 7688","",""
"5/29/2011","Pepper Tree Frosty","Withdrawal Debit Card PEPPER TREE FROSTY 760-7260732 CA Date 05/27/11 1      1147071950     1 5814","5.30","debit","Fast Food","ECHECKING 7688","",""
"5/29/2011","Michaels","Withdrawal Debit Card MICHAELS #3859 OCEANSIDE CA Date 05/26/11 1      1146295025     9 5331","13.02","debit","Hobbies","ECHECKING 7688","",""
"5/29/2011","Withdrawal Edwards San","Withdrawal Debit Card EDWARDS SAN MARCOS SDM SAN MARCOS CA Date 05/27/11 1      1147441292     3 7832","18.00","debit","Entertainment","ECHECKING 7688","",""
"5/29/2011","Golden Spoon","Withdrawal Debit Card GOLDEN SPOON #13 760-434-6149 CA Date 05/27/11 1      1147119812     9 5814","4.00","debit","Food & Dining","ECHECKING 7688","",""
"5/29/2011","Withdrawal Phils Bbq","Withdrawal Debit Card PHILS BBQ SAN MARCOS CA Date 05/27/11 1      1147589210     0 5812","20.54","debit","Restaurants","ECHECKING 7688","",""
"5/29/2011","NutriSystem","Withdrawal Debit Card NS *NUTRI SYSTEM 800-585-5483 PA Date 05/27/11 1      1147921755     8 5968","279.99","debit","Groceries","ECHECKING 7688","",""
"5/29/2011","NutriSystem","Withdrawal Debit Card NS *NUTRI SYSTEM 800-585-5483 PA Date 05/27/11 1      1147922087     8 5968","279.99","debit","Groceries","ECHECKING 7688","",""
"5/29/2011","Jo-Ann Stores","Withdrawal Debit Card JOANN FABRIC #1464 OCEANSIDE CA Date 05/26/11 2      1146205128     6 5949","40.06","debit","Hobbies","ECHECKING 7688","",""
"5/29/2011","Netflix","Withdrawal Debit Card NFI*WWW.NETFLIX.COM/CC NETFLIX.COM CA Date 05/28/11 1      1148911776     0 5968","10.86","debit","Movies & DVDs","ECHECKING 7688","",""
"5/27/2011","Withdrawal Top This","Withdrawal Debit Card TOP THIS FROZEN YOGURT OCEANSIDE CA Date 05/25/11 0      1145996454     5 5814","2.06","debit","Fast Food","ECHECKING 7688","",""
"5/27/2011","Home Depot","Withdrawal Debit Card THE HOME DEPOT 679 OCEANSIDE CA Date 05/25/11 0      1145154602     7 5200","48.97","debit","Home Improvement","ECHECKING 7688","",""
"5/27/2011","Amazon","Withdrawal Debit Card AMAZON MKTPLACE PMTS AMZN.COM/BILL WA Date 05/27/11 1      1147642925     2 5942","6.27","debit","Shopping","ECHECKING 7688","",""
"5/27/2011","One Stop Convenience","Withdrawal Debit Card ONE STOP CONVENIENCE S OCEANSIDE CA Date 05/25/11 0      1145131115     6 5499","2.49","debit","Groceries","ECHECKING 7688","",""
"5/27/2011","TJ Maxx","Withdrawal Debit Card TJ MAXX #1059 OCEANSIDE CA Date 05/25/11 0      1145201399     5 5651","8.69","debit","Clothing","ECHECKING 7688","",""
"5/27/2011","Target","Withdrawal Debit Card TARGET 00003038 OCEANSIDE CA Date 05/26/11 1      1146142490     1 5411","24.49","debit","Home Supplies","ECHECKING 7688","",""
"5/27/2011","Peet's Coffee","Withdrawal Debit Card PEET'S #19503 CARLSBAD CA Date 05/25/11 0      1145098202     6 5814","2.15","debit","Coffee Shops","ECHECKING 7688","",""
"5/27/2011","Rancho Santa Fe Gas","Withdrawal Debit Card RANCHO SANTA FE GAS SAN MARCOS CA Date 05/25/11 0      1145770014     8 5542","61.84","debit","Gas & Fuel","ECHECKING 7688","",""
"5/27/2011","Transfer from SAVINGS","Deposit Home Banking Transfer From Share 01","500.00","credit","Transfer","ECHECKING 7688","",""
"5/27/2011","Mercury","Withdrawal MERCURY CASUALTY TYPE: PAYMENT  ID: 1952577343 CO: MERCURY CASUALTY","124.40","debit","Auto Insurance","ECHECKING 7688","",""
"5/27/2011","Withdrawal Transfer Fee","Withdrawal Transfer fee","4.00","debit","Transfer","ECHECKING 7688","",""
"5/27/2011","Transfer from SAVINGS","Deposit Transfer From Share 01","87.95","credit","Transfer","ECHECKING 7688","",""
"5/26/2011","Goodwill Industries","Withdrawal Debit Card GOODWILL INDUSTRIES 02 OCEANSIDE CA Date 05/25/11 1      1145456010     2 5931","8.74","debit","Shopping","ECHECKING 7688","",""
"5/26/2011","IKEA","Withdrawal Debit Card IKEA SAN DIEGO SAN DIEGO CA Date 05/25/11 1      1145258663     0 5814","9.77","debit","Furnishings","ECHECKING 7688","",""
"5/26/2011","IKEA","Withdrawal Debit Card IKEA SAN DIEGO SAN DIEGO CA Date 05/25/11 1      1145801302     3 5712","102.13","debit","Furnishings","ECHECKING 7688","",""
"5/25/2011","Check 829067075","Draft 00082906707508","23.00","debit","Babysitter & Daycare","ECHECKING 7688","",""
"5/25/2011","Bed Bath & Beyond","Withdrawal Debit Card BED BATH & BEYOND #139 OCEANSIDE CA Date 05/23/11 0      1143230587     5 5719","22.82","debit","Furnishings","ECHECKING 7688","",""
"5/25/2011","Target","Withdrawal Debit Card TARGET 00003038 OCEANSIDE CA Date 05/24/11 1      1144664532     0 5411","37.76","debit","Home Supplies","ECHECKING 7688","",""
"5/24/2011","Starbucks","Withdrawal Debit Card STARBUCKS CORP00054320 OCEANSIDE CA Date 05/23/11 1      1143057200     1 5814","2.65","debit","Coffee Shops","ECHECKING 7688","",""
"5/24/2011","Wal-Mart","Withdrawal Debit Card WAL-MART #2494 OCEANSIDE CA Date 05/23/11 1      1143349695     2 5411","75.51","debit","Home Supplies","ECHECKING 7688","",""
"5/24/2011","Golden Spoon","Withdrawal Debit Card GOLDEN SPOON #13 760-434-6149 CA Date 05/22/11 0      1142539433     4 5814","5.60","debit","Food & Dining","ECHECKING 7688","",""
"5/24/2011","Chevron","Withdrawal Debit Card CHEVRON 00205615 OCEANSIDE CA Date 05/23/11 1      1143129699     4 5542","45.21","debit","Gas & Fuel","ECHECKING 7688","",""
"5/23/2011","Withdrawal Henrysmkt Date","Withdrawal Debit Card HENRYSMKT170 71901706 CARLSBAD CA Date 05/22/11 1      1142090178     7 5411","49.01","debit","Groceries","ECHECKING 7688","",""
"5/23/2011","Bloom","Withdrawal Debit Card BABIES IN BLOOM VISTA CA Date 05/21/11 0      1141966067     6 5641","61.67","debit","Groceries","ECHECKING 7688","",""
"5/23/2011","Little Caesars","Withdrawal Debit Card LITTLE CAESARS 1104 OCEANSIDE CA Date 05/22/11 1      1142407485     5 5814","10.85","debit","Restaurants","ECHECKING 7688","",""
"5/23/2011","Target","Withdrawal Debit Card TARGET 00003038 OCEANSIDE CA Date 05/21/11 0      1141822113     4 5411","32.61","debit","Home Supplies","ECHECKING 7688","",""
"5/23/2011","Little Caesars","Withdrawal Debit Card LITTLE CAESARS 1104 OCEANSIDE CA Date 05/22/11 1      1142407484     5 5814","5.44","debit","Restaurants","ECHECKING 7688","",""
"5/23/2011","Withdrawal Top This","Withdrawal Debit Card TOP THIS FROZEN YOGURT OCEANSIDE CA Date 05/21/11 0      1141690978     8 5814","2.25","debit","Fast Food","ECHECKING 7688","",""
"5/22/2011","Giacoletti Music","Withdrawal Debit Card GIACOLETTI MUSIC CARLSBAD CA Date 05/20/11 0      1140155541     9 5733","8.65","debit","Music","ECHECKING 7688","",""
"5/20/2011","Golden Spoon","Withdrawal Debit Card GOLDEN SPOON #13 760-434-6149 CA Date 05/19/11 0      1139037864     6 5814","2.55","debit","Food & Dining","ECHECKING 7688","",""
"5/20/2011","Tri-city Medical Center","Withdrawal Debit Card TRI CITY MEDICAL CENTE OCEANSIDE CA Date 05/19/11 1      1139983881     2 8062","155.00","debit","Doctor","ECHECKING 7688","",""
"5/19/2011","Withdrawal Henrysmkt Date","Withdrawal Debit Card HENRYSMKT170 71901706 CARLSBAD CA Date 05/18/11 1      1138676550     2 5411","67.57","debit","Groceries","ECHECKING 7688","",""
"5/19/2011","Withdrawal Carepayment Or","Withdrawal Debit Card CAREPAYMENT 503-419-3500 OR Date 05/17/11 0      1137760619     5 8099","60.00","debit","Credit Card Payment","ECHECKING 7688","",""
"5/19/2011","Wal-Mart","Withdrawal Debit Card WAL-MART #2494 OCEANSIDE CA Date 05/18/11 1      1138431226     2 5411","71.10","debit","Home Supplies","ECHECKING 7688","",""
"5/19/2011","Withdrawal Calvary Chapel","Withdrawal CALVARY CHAPEL L TYPE: ONLINE PMT  ID: 9500000000 CO: CALVARY CHAPEL L","650.00","debit","Tithe","ECHECKING 7688","",""
"5/18/2011","The Vitamin Shoppe","Withdrawal Debit Card THE VITAMIN SHOPPE#149 OCEANSIDE CA Date 05/16/11 0      1136624819     4 5999","30.43","debit","Groceries","ECHECKING 7688","",""
"5/18/2011","Once Upon A Child","Withdrawal Debit Card ONCE UPON A CHILD OCEANSIDE CA Date 05/16/11 0      1136974181     6 5641","44.04","debit","Shopping","ECHECKING 7688","",""
"5/18/2011","ULTA","Withdrawal Debit Card ULTA 3 #135 OCEANSIDE CA Date 05/16/11 0      1136140336     6 5912","67.43","debit","Personal Care","ECHECKING 7688","",""
"5/18/2011","Shell","Withdrawal Debit Card SHELL OIL 57442725008 CARLSBAD CA Date 05/16/11 0      1136182934     5 5542","5.03","debit","Gas & Fuel","ECHECKING 7688","",""
"5/17/2011","Check 827050505","Draft 00082705050528","30.00","debit","Kids","ECHECKING 7688","",""
"5/17/2011","Withdrawal Billmatrix Type","Withdrawal BILLMATRIX TYPE: BILL PAY  ID: 9009316102 CO: BILLMATRIX","5.00","debit","Auto Payment","ECHECKING 7688","",""
"5/17/2011","Nissan","Withdrawal NISSAN MOTOR ACC TYPE: BILL PAY  ID: 9536803862 CO: NISSAN MOTOR ACC","519.00","debit","Auto Payment","ECHECKING 7688","",""
"5/16/2011","Trader Joe's","Withdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 05/15/11 1      1135565753     7 5411","14.98","debit","Groceries","ECHECKING 7688","",""
"5/16/2011","Trader Joe's","Withdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 05/15/11 1      1135565752     7 5411","54.31","debit","Groceries","ECHECKING 7688","",""
"5/16/2011","Target","Withdrawal Debit Card TARGET 00003038 OCEANSIDE CA Date 05/14/11 0      1134340541     4 5411","41.93","debit","Home Supplies","ECHECKING 7688","",""
"5/15/2011","Michaels","Withdrawal Debit Card MICHAELS #3859 OCEANSIDE CA Date 05/12/11 2      1132239787     3 5331","6.51","debit","Hobbies","ECHECKING 7688","",""
"5/15/2011","Wal-Mart","Withdrawal Debit Card WAL-MART #2494 OCEANSIDE CA Date 05/13/11 2      1133588141     7 5411","90.00","debit","Home Supplies","ECHECKING 7688","",""
"5/13/2011","Withdrawal Adjustment Voucher","Withdrawal Adjustment Credit Voucher TOYS R US #5627 QPS OCEANSIDE CA Date 05/10/11 0      1130252108     5 5945","59.63","credit","Income","ECHECKING 7688","",""
"5/13/2011","Costco","Withdrawal POS #000000415942 STR COSTCO WHSE #0124 1755 HACIENDA DRIV VISTA CA","246.23","debit","Groceries","ECHECKING 7688","",""
"5/13/2011","Deposit Technocom Corpor","Deposit TECHNOCOM CORPOR TYPE: DIRECT DEP  ID: 9111111101 CO: TECHNOCOM CORPOR","3273.80","credit","Paycheck","ECHECKING 7688","",""
"5/12/2011","Trader Joe's","Withdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 05/11/11 1      1131765942     3 5411","18.76","debit","Groceries","ECHECKING 7688","",""
"5/12/2011","Toys ""R"" Us","Withdrawal Debit Card TOYS R US #5627 QPS OCEANSIDE CA Date 05/10/11 0      1130201808     5 5945","14.33","debit","Toys","ECHECKING 7688","",""
"5/12/2011","Chevron","Withdrawal Debit Card CHEVRON 00205615 OCEANSIDE CA Date 05/11/11 1      1131312851     4 5542","68.11","debit","Gas & Fuel","ECHECKING 7688","",""
"5/11/2011","Neo Verve","Withdrawal Debit Card NEOVERVE 800-500-6580 CA Date 05/10/11 0      1130265157     8 4816","12.95","debit","Business Services","ECHECKING 7688","",""
"5/11/2011","Withdrawal Henrysmkt Date","Withdrawal Debit Card HENRYSMKT170 71901706 CARLSBAD CA Date 05/10/11 1      1130311235     2 5411","41.10","debit","Groceries","ECHECKING 7688","",""
"5/11/2011","Target","Withdrawal Debit Card TARGET 00003038 OCEANSIDE CA Date 05/10/11 1      1130132283     1 5411","24.22","debit","Home Supplies","ECHECKING 7688","",""
"5/10/2011","Rainbow Oaks Restaurant","Withdrawal Debit Card RAINBOW OAKS RESTAURAN RAINBOW CA Date 05/08/11 0      1128817295     8 5812","85.44","debit","Restaurants","ECHECKING 7688","",""
"5/10/2011","Deposit By","Deposit by Check","238.65","credit","Paycheck","ECHECKING 7688","",""
"5/10/2011","Geico","Withdrawal GEICO TYPE: PREM COLL  ID: 3530075853  CO: GEICO","43.50","debit","Auto Insurance","ECHECKING 7688","",""
"5/09/2011","Golden Spoon","Withdrawal Debit Card GOLDEN SPOON OCEANSIDE OCEANSIDE CA Date 05/06/11 1      1126227284     2 5999","2.60","debit","Food & Dining","ECHECKING 7688","",""
"5/09/2011","Arco","Withdrawal POS #000000540146 STR ARCO PAYPOINT 1990 OCEANSIDE BLV OCEANSIDE CA","5.27","debit","Gas & Fuel","ECHECKING 7688","",""
"5/08/2011","Amazon","Withdrawal Debit Card Amazon.com AMZN.COM/BILL WA Date 05/07/11 3      1127040372     0 5942","26.77","debit","Shopping","ECHECKING 7688","",""
"5/08/2011","Pat & Oscars","Withdrawal Debit Card PAT & OSCAR'S - PC CARLSBAD CA Date 05/07/11 1      1127707418     5 5812","70.18","debit","Restaurants","ECHECKING 7688","",""
"5/08/2011","Trader Joe's","Withdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 05/07/11 1      1127611794     7 5411","39.67","debit","Groceries","ECHECKING 7688","",""
"5/08/2011","McDonald's","Withdrawal Debit Card MCDONALD'S F19746 OCEANSIDE CA Date 05/05/11 1      1125406755     9 5814","4.57","debit","Fast Food","ECHECKING 7688","",""
"5/08/2011","Redbox","Withdrawal Debit Card REDBOX *DVD RENTAL 866-733-2693 IL Date 05/08/11 1      1128743421     3 7841","5.44","debit","Movies & DVDs","ECHECKING 7688","",""
"5/08/2011","Anthropologie","Withdrawal Debit Card ANTHROPOLOGIE #473 CARLSBAD CA Date 05/06/11 1      1126018894     1 5651","15.23","debit","Clothing","ECHECKING 7688","",""
"5/07/2011","Stater Brothers","Withdrawal POS #000000003012 STR STATERBROS151 2170 VISTA WAY OCEANSIDE CA","23.99","debit","Groceries","ECHECKING 7688","",""
"5/06/2011","Jack in the Box","Withdrawal Debit Card JACK IN THE BOX 98 OCEANSIDE CA Date 05/05/11 1      1125256222     4 5814","13.03","debit","Fast Food","ECHECKING 7688","",""
"5/06/2011","AT&T Phone","Withdrawal Debit Card ATT*CONS PHONE PMT 800-211-6605 TX Date 05/05/11 1      1125250973     0 4814","31.75","debit","Home Phone","ECHECKING 7688","",""
"5/06/2011","Judy's Deli","Withdrawal Debit Card JUDY'S DELI CARLSBAD CA Date 05/05/11 1      1125845173     1 5812","6.08","debit","Restaurants","ECHECKING 7688","",""
"5/06/2011","Costco","Withdrawal POS #000000207560 STR COSTCO WHSE #0462 951 PALOMAR AIRPOR CARLSBAD CA","87.91","debit","Groceries","ECHECKING 7688","",""
"5/06/2011","Withdrawal Henrysmkt Date","Withdrawal Debit Card HENRYSMKT170 71901706 CARLSBAD CA Date 05/05/11 1      1125639257     3 5411","72.88","debit","Groceries","ECHECKING 7688","",""
"5/05/2011","Target","Withdrawal Debit Card TARGET 00003038 OCEANSIDE CA Date 05/04/11 1      1124451199     1 5411","60.41","debit","Home Supplies","ECHECKING 7688","",""
"5/05/2011","Del Taco","Withdrawal Debit Card DEL TACO 0062 OCEANSIDE CA Date 05/04/11 1      1124304902     4 5814","11.92","debit","Fast Food","ECHECKING 7688","",""
"5/05/2011","NutriSystem","Withdrawal Debit Card NS *NUTRI SYSTEM 800-585-5483 PA Date 05/04/11 0      1124815439     4 5968","156.60","debit","Groceries","ECHECKING 7688","",""
"5/05/2011","NutriSystem","Withdrawal Debit Card NS *NUTRI SYSTEM 800-585-5483 PA Date 05/04/11 0      1124814703     4 5968","156.60","debit","Groceries","ECHECKING 7688","",""
"5/05/2011","Amazon","Withdrawal Adjustment Credit Voucher Amazon Web Services aws.amazon.co WA Date 05/04/11 0      1124565655     7 7399","46.83","credit","Shopping","ECHECKING 7688","",""
"5/05/2011","Amazon","Withdrawal Adjustment Credit Voucher Amazon Web Services aws.amazon.co WA Date 05/04/11 0      1124565656     7 7399","20.88","credit","Shopping","ECHECKING 7688","",""
"5/05/2011","Amazon","Withdrawal Debit Card Amazon Web Services aws.amazon.co WA Date 05/04/11 0      1124879299     4 7399","25.19","debit","Shopping","ECHECKING 7688","",""
"5/05/2011","McDonald's","Withdrawal Debit Card MCDONALD'S F19746 OCEANSIDE CA Date 05/04/11 1      1124816524     4 5814","4.57","debit","Fast Food","ECHECKING 7688","",""
"5/05/2011","Withdrawal Sd Gas","Withdrawal SD GAS ELEC TYPE: PAID SDGE  ID: 5951184800 CO: SD GAS ELEC","178.69","debit","Utilities","ECHECKING 7688","",""
"5/05/2011","Cox Enterprises","Withdrawal COX ENTERPRISES TYPE: BROADBAND  ID: 0000178541 CO: COX ENTERPRISES","48.99","debit","Internet","ECHECKING 7688","",""
"5/05/2011","Withdrawal Citi Online","Withdrawal CITI CARD ONLINE TYPE: PAYMENT  ID: CITICTP CO: CITI CARD ONLINE","400.00","debit","Credit Card Payment","ECHECKING 7688","",""
"5/04/2011","Jack in the Box","Withdrawal Debit Card JACK IN THE BOX 98 OCEANSIDE CA Date 05/03/11 1      1123426605     3 5814","6.95","debit","Fast Food","ECHECKING 7688","",""
"5/04/2011","McDonald's","Withdrawal Debit Card MCDONALD'S F19746 OCEANSIDE CA Date 05/03/11 1      1123926085     4 5814","8.13","debit","Fast Food","ECHECKING 7688","",""
"5/04/2011","Wal-Mart","Withdrawal Debit Card WAL-MART #2494 OCEANSIDE CA Date 05/03/11 1      1123616592     2 5411","50.07","debit","Home Supplies","ECHECKING 7688","",""
"5/04/2011","Check 826070852","Draft 00082607085274","1925.00","debit","Mortgage & Rent","ECHECKING 7688","",""
"5/04/2011","Cingular","Withdrawal at ATM #000000357896 STR AT&T ATM QD PAC 12525 CINGULAR WAY ALPHARETTA GA","126.34","debit","Home Phone","ECHECKING 7688","",""
"5/03/2011","Judy's Deli","Withdrawal Debit Card JUDY'S DELI CARLSBAD CA Date 05/02/11 1      1122305941     2 5812","6.08","debit","Restaurants","ECHECKING 7688","",""
"5/03/2011","Wendy's","Withdrawal Debit Card WENDYS-OCEANSIDE #3Q25 OCEANSIDE CA Date 05/01/11 0      1121299525     5 5814","11.29","debit","Fast Food","ECHECKING 7688","",""
"5/02/2011","Stater Brothers","Withdrawal Debit Card STATERBROS151 OCEANSIDE CA Date 05/01/11 1      1121194806     5 5411","50.06","debit","Groceries","ECHECKING 7688","",""
"5/02/2011","McDonald's","Withdrawal Debit Card MCDONALD'S F19746 OCEANSIDE CA Date 04/30/11 1      1120731143     7 5814","8.78","debit","Fast Food","ECHECKING 7688","",""
"5/02/2011","7-Eleven","Withdrawal Debit Card 7-ELEVEN 13601 CARLSBAD CA Date 04/30/11 1      1120947489     5 5541","10.56","debit","Fast Food","ECHECKING 7688","",""
"5/02/2011","7-Eleven","Withdrawal Debit Card 7-ELEVEN 13601 CARLSBAD CA Date 04/30/11 1      1120947490     5 5541","3.99","debit","Fast Food","ECHECKING 7688","",""
"5/02/2011","TJ Maxx","Withdrawal Debit Card TJ MAXX #1059 OCEANSIDE CA Date 04/29/11 2      1119471064     2 5651","26.06","debit","Clothing","ECHECKING 7688","",""
"5/02/2011","Redbox","Withdrawal Debit Card REDBOX *DVDRESERVATION 866-733-2693 IL Date 05/02/11 1      1122300743     6 7841","1.09","debit","Movies & DVDs","ECHECKING 7688","",""
"5/02/2011","Babies ""R"" Us","Withdrawal Debit Card BABIES R US #9581 QPS VISTA CA Date 04/29/11 2      1119822016     3 5945","74.53","debit","Kids","ECHECKING 7688","",""
"5/02/2011","Chipotle","Withdrawal Debit Card CHIPOTLE 0479 OCEANSIDE CA Date 05/01/11 2      1121466204     0 5814","22.46","debit","Fast Food","ECHECKING 7688","",""
"5/02/2011","Check 995047070","Draft 99504707076604","100.00","debit","Adoption","ECHECKING 7688","",""
"5/02/2011","McDonald's","Withdrawal Debit Card MCDONALD'S F19746 OCEANSIDE CA Date 04/30/11 1      1120731132     7 5814","4.57","debit","Fast Food","ECHECKING 7688","",""
"5/02/2011","Ocean Thai Cuisine","Withdrawal Debit Card OCEAN THAI CUISINE INC OCEANSIDE CA Date 04/30/11 3      1120080104     1 5812","46.92","debit","Restaurants","ECHECKING 7688","",""
"5/02/2011","In-N-Out Burger","Withdrawal Debit Card IN-N-OUT BURGER 000000 CARLSBAD CA Date 04/29/11 2      1119471063     2 5814","5.38","debit","Fast Food","ECHECKING 7688","",""
"4/30/2011","Withdrawal Papersourceinccarlsbad Date","Withdrawal Debit Card PAPERSOURCEINCCARLSBAD CARLSBAD CA Date 04/28/11 0      1118419059     4 5111","21.64","debit","Hobbies","ECHECKING 7688","",""
"4/30/2011","iTunes","Withdrawal Debit Card APL*ITUNES 866-712-7753 CA Date 04/30/11 1      1120332526     4 5735","3.96","debit","Music","ECHECKING 7688","",""
"4/30/2011","Chevron","Withdrawal Debit Card CHEVRON 00205615 OCEANSIDE CA Date 04/29/11 1      1119334788     5 5542","42.59","debit","Gas & Fuel","ECHECKING 7688","",""
"4/30/2011","Wal-Mart","Withdrawal POS #000000308465 STR WAL-MART #2094 1800 UNIVERSITY DR VISTA CA","50.82","debit","Home Supplies","ECHECKING 7688","",""
"4/30/2011","Old Navy","Withdrawal POS #000000253111 OLD NAVY USA Vista CA","9.29","debit","Clothing","ECHECKING 7688","",""
"4/30/2011","Starbucks","Withdrawal Debit Card STARBUCKS CORP00103143 OCEANSIDE CA Date 04/29/11 1      1119158313     2 5814","6.05","debit","Coffee Shops","ECHECKING 7688","",""
"4/29/2011","Target","Withdrawal Debit Card TARGET 00003038 OCEANSIDE CA Date 04/28/11 1      1118808685     0 5411","1.63","debit","Home Supplies","ECHECKING 7688","",""
"4/29/2011","Jack in the Box","Withdrawal Debit Card JACK IN THE BOX 3006 CARLSBAD CA Date 04/28/11 1      1118375812     3 5814","4.97","debit","Fast Food","ECHECKING 7688","",""
"4/29/2011","Netflix","Withdrawal Debit Card NFI*WWW.NETFLIX.COM/CC NETFLIX.COM CA Date 04/28/11 0      1118633958     6 5968","10.86","debit","Movies & DVDs","ECHECKING 7688","",""
"4/29/2011","Withdrawal Str Brooklyn","Withdrawal POS #000050167463 STR BROOKLYN BOYZ 2183 VISTA WAY #B8 OCEANSIDE CA","10.28","debit","Fast Food","ECHECKING 7688","",""
"4/29/2011","Chevron","Withdrawal Debit Card CHEVRON 00202434 CARLSBAD CA Date 04/28/11 1      1118427261     4 5542","70.25","debit","Gas & Fuel","ECHECKING 7688","",""
"4/29/2011","Target","Withdrawal Adjustment Credit Voucher TARGET 00003038 OCEANSIDE CA Date 04/28/11 1      1118808695     0 5411","11.30","credit","Home Supplies","ECHECKING 7688","",""
"4/29/2011","Target","Withdrawal Debit Card TARGET 00003038 OCEANSIDE CA Date 04/28/11 1      1118808686     0 5411","97.84","debit","Home Supplies","ECHECKING 7688","",""
"4/29/2011","Deposit Technocom Corpor","Deposit TECHNOCOM CORPOR TYPE: DIRECT DEP  ID: 9111111101 CO: TECHNOCOM CORPOR","3273.78","credit","Paycheck","ECHECKING 7688","",""
"4/28/2011","Withdrawal Adjustment Br","Withdrawal Adjustment POS #000000536287 BR OUTLET USA CARLSBAD CA","42.40","credit","Clothing","ECHECKING 7688","",""
"4/28/2011","Mercury","Withdrawal MERCURY CASUALTY TYPE: PAYMENT  ID: 1952577343 CO: MERCURY CASUALTY","124.40","debit","Auto Insurance","ECHECKING 7688","",""
"4/27/2011","In-N-Out Burger","Withdrawal Debit Card IN-N-OUT BURGER 000000 CARLSBAD CA Date 04/25/11 0      1115135967     5 5814","11.85","debit","Fast Food","ECHECKING 7688","",""
"4/26/2011","Wal-Mart","Withdrawal Debit Card WAL-MART #2494 OCEANSIDE CA Date 04/25/11 1      1115347109     0 5411","62.97","debit","Home Supplies","ECHECKING 7688","",""
"4/26/2011","Wal-Mart","Withdrawal POS #000000589134 STR WAL-MART #2494 2100 VISTA WAY OCEANSIDE CA","15.00","debit","Pharmacy","ECHECKING 7688","",""
"4/26/2011","Trader Joe's","Withdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 04/25/11 1      1115223990     2 5411","48.59","debit","Groceries","ECHECKING 7688","",""
"4/24/2011","Golden Spoon","Withdrawal Debit Card GOLDEN SPOON #13 760-434-6149 CA Date 04/22/11 1      1112489841     9 5814","3.10","debit","Food & Dining","ECHECKING 7688","",""
"4/24/2011","Bed Bath & Beyond","Withdrawal Debit Card BED BATH & BEYOND #139 OCEANSIDE CA Date 04/21/11 1      1111974868     9 5719","17.39","debit","Furnishings","ECHECKING 7688","",""
